,RECORD,BBLE,LOT,EASEMENT,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,NA_COUNT_PRE,BORO,AVG_LTFRONT,AVG_LTDEPTH,AVG_STORIES,AVG_ZIP,AVG_BLDFRONT,AVG_BLDDEPTH,NA_COUNT_POST
443877,443878,1005920075,75,,C7,2,75.0,97.0,6.0,6470000,1170000,2911500,0,0,,10014.0,,37.0,84.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
250562,250563,5056030044,44,,A2,1,40.0,100.0,1.0,450000,15610,24909,6227,6227,1010.0,10312.0,,26.0,44.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
425169,425170,4007070041,41,,S1,1,25.0,100.0,2.0,480000,15840,28800,0,0,,11103.0,,22.0,52.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
209188,209189,2055971003,1003,,R3,1A,49.0,107.0,3.0,245354,1325,10777,0,0,,10465.0,,33.0,52.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
47789,47790,1005971103,1103,,R4,2,81.0,120.0,8.0,244198,21382,109889,0,0,,10014.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
310602,310603,3069970012,12,,B1,1,20.0,118.0,2.0,491000,6631,10675,0,0,,11224.0,,17.0,60.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
69659,69660,1004050034,34,,C4,2B,30.0,90.0,5.0,1130000,46492,64147,0,0,,10009.0,,30.0,56.0,8,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
779769,779770,4062080013,13,,B1,1,30.0,100.0,2.0,733000,20832,38464,1620,1620,1017.0,11361.0,,21.0,44.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
257947,257948,3022240042,42,,C3,2A,30.0,100.0,3.0,1150000,26778,48267,0,0,,11211.0,,30.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
928912,928913,3074400053,53,,B1,1,17.0,96.0,2.0,427000,15186,22833,0,0,,11235.0,,17.0,38.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
174544,174545,4004650400,400,,Y8,4,200.0,120.0,3.0,789000,355050,355050,355050,355050,2201.0,11380.0,X1,26.0,44.0,4,4,41.0,104.0,3.0,11380.0,26.0,44.0,1
842139,842140,1015501105,1105,,R4,2,81.0,120.0,43.0,262926,13574,118317,2090,2090,1017.0,10128.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
749793,749794,3067510053,53,,C0,1,40.0,100.0,2.7,665000,18577,33753,1620,1620,1017.0,11230.0,,20.0,30.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
446920,446921,4140740069,69,,A1,1,35.0,100.0,2.0,591000,20340,35460,1620,1620,1017.0,11414.0,,25.0,48.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
721077,721078,3038410007,7,,C3,2A,26.0,100.0,2.0,537000,8790,40801,0,31491,1920.0,11207.0,X2,22.0,78.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,1
626928,626929,1011181120,1120,,R4,2,81.0,120.0,25.0,551749,74997,248287,0,0,,10023.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
203905,203906,4123510114,114,,B3,1,30.0,100.0,2.5,425000,9206,15777,0,0,,11434.0,,20.0,28.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
695064,695065,5033140065,65,,A1,1,85.0,94.0,2.0,556000,18042,32359,1620,1620,1017.0,10304.0,,36.0,24.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
885593,885594,4157030054,54,,A1,1,38.0,105.0,2.0,364000,13017,20874,564,4789,1010.0,11691.0,,28.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
542572,542573,4019430010,10,,C3,2A,25.0,100.0,3.0,821000,59279,107673,2090,2090,1017.0,11368.0,,25.0,47.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
1020163,1020164,3041310015,15,,B3,1,22.0,90.0,2.0,396000,10040,15591,0,0,,11208.0,,20.0,36.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
489935,489936,1018431038,1038,,R2,2,112.0,100.0,5.0,86975,9095,39139,0,0,,10025.0,,105.0,92.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
771127,771128,3034320042,42,,V0,1B,25.0,100.0,3.0,262500,829,829,0,0,,11207.0,,25.0,52.0,9,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
928720,928721,1020600043,43,,B3,1,19.0,99.0,3.0,1510000,14524,24260,1620,1620,1017.0,10031.0,,19.0,55.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
924952,924953,4083340021,21,,B2,1,25.0,85.0,2.0,639000,22860,38340,0,0,,11362.0,,21.0,52.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
660393,660394,4139530010,10,,A2,1,46.0,100.0,1.0,567000,16476,30730,3240,3240,1017.0,11414.0,,25.0,47.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
467388,467389,5031230111,111,,A5,1,14.0,82.0,2.0,426000,14100,25560,1620,1620,1017.0,10305.0,,14.0,44.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
1042740,1042741,3062450006,6,,C1,2,100.0,41.0,3.0,842000,19260,378900,19260,44680,1010.0,11228.0,,100.0,36.0,2,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
938595,938596,3039780001,1,,B1,1,26.0,77.0,2.0,567000,4403,18833,1620,16050,1017.0,11207.0,,16.0,46.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
479036,479037,4046240017,17,,A1,1,34.0,100.0,2.5,569000,10366,18205,1620,1620,1017.0,11357.0,,21.0,31.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
463076,463077,3010690030,30,,A4,1,18.0,96.0,3.0,2322000,22889,36909,1620,1620,1017.0,11215.0,,18.0,45.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
130825,130826,3003970033,33,,S9,2B,50.0,100.0,4.0,1010000,2428,122622,0,0,,11201.0,,25.0,40.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
233390,233391,4031020008,8,,U7,3,140.0,665.0,3.0,0,0,0,0,0,,11374.0,,26.0,44.0,9,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
1038372,1038373,4104780068,68,,A1,1,31.0,100.0,2.5,342600,13858,18840,1620,1620,1017.0,11423.0,,20.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
299300,299301,2028040044,44,,C0,1,18.0,100.0,3.0,441000,7764,12273,0,0,,10457.0,,18.0,59.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
940724,940725,1013391020,1020,,R5,4,81.0,120.0,15.0,1292860,138215,581787,138215,581787,7160.0,10017.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
976567,976568,4063210044,44,,A1,1,22.0,100.0,2.0,456000,9072,15552,1620,1620,1017.0,11361.0,,15.0,38.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
1016754,1016755,3035950019,19,,C3,2A,25.0,100.0,2.0,678000,19373,35214,0,0,,11212.0,,25.0,78.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
876405,876406,3083730027,27,,C0,1,31.0,100.0,3.0,681000,22451,38415,1620,1620,1017.0,11234.0,,22.0,60.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
45500,45501,2031990105,105,,K2,4,25.0,100.0,2.0,891000,34650,400950,0,0,,10468.0,,25.0,67.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
392717,392718,3009180026,26,,B1,1,20.0,100.0,2.0,714200,18372,21336,1620,1620,1017.0,11232.0,,20.0,55.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
675005,675006,1000311163,1163,,R4,2,81.0,120.0,36.0,280245,44973,126110,0,48029,1925.0,10005.0,,115.0,298.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
534382,534383,4160250038,38,,B1,1,43.0,100.0,2.0,317000,11400,19020,0,4153,5111.0,11692.0,,25.0,40.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
481687,481688,3061650042,42,,B1,1,20.0,100.0,2.0,643000,16361,29061,0,0,,11228.0,,20.0,40.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
722563,722564,4104420027,27,,S9,2A,35.0,81.0,2.0,293333,4701,132000,0,0,,11412.0,,35.0,81.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
939587,939588,4112330032,32,,A1,1,30.0,100.0,2.5,377000,9610,17010,1620,1620,1017.0,11429.0,,20.0,26.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
185970,185971,3055590202,202,,B3,1,17.0,80.0,2.0,517000,14488,24720,14488,15600,1015.0,11204.0,,17.0,37.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
315773,315774,5035580058,58,,A1,1,60.0,100.0,2.0,520000,18343,29080,1620,1620,1017.0,10306.0,,24.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
482392,482393,3042220016,16,,C0,1,20.0,80.0,3.0,501000,9865,15841,0,0,,11208.0,,20.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
766837,766838,5000390060,60,,A1,1,35.0,100.0,2.7,372000,9483,15012,9483,11378,1010.0,10301.0,,22.0,30.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
1016194,1016195,1014641088,1088,,R4,2,81.0,120.0,40.0,219068,15047,98581,0,0,,10021.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
861585,861586,2039372026,2026,,R4,2,49.0,107.0,12.0,21538,2046,9692,0,2961,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
309092,309093,3002970003,3,,C2,2A,25.0,90.0,4.0,2150000,1558,141376,0,0,,11201.0,,25.0,50.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
164214,164215,4104780051,51,,A1,1,23.0,100.0,2.5,368000,11957,18804,1620,1620,1017.0,11423.0,,16.0,36.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
511252,511253,4102910067,67,,A2,1,42.0,94.0,1.0,388000,14536,22118,1620,1620,1017.0,11433.0,,25.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
859411,859412,1015131308,1308,,R4,2,81.0,120.0,15.0,125029,18217,56263,2090,2090,1017.0,10028.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
618918,618919,4061950031,31,,A1,1,50.0,100.0,2.5,729000,22305,37040,0,0,,11361.0,,25.0,29.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
955484,955485,3088190011,11,,D4,2,200.0,600.0,6.0,14600000,1246500,6570000,1246500,1848018,1010.0,11229.0,,51.0,168.0,2,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
667988,667989,5019850110,110,,A1,1,35.0,25.0,2.0,568000,15767,26894,1620,1620,1017.0,10314.0,,44.0,26.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
903481,903482,1008551121,1121,,R4,2,100.0,99.0,19.0,218431,16580,98294,2090,2090,1017.0,10010.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
22734,22735,4047050005,5,,A1,1,50.0,100.0,2.5,609000,14649,24177,1620,1620,1017.0,11357.0,,20.0,28.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
334491,334492,4162790085,85,,A1,1,30.0,100.0,2.5,692000,21888,32927,8520,8520,1010.0,11694.0,,18.0,40.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
312637,312638,2045710011,11,,C3,2A,32.0,100.0,2.0,561000,37424,67945,2090,2090,1017.0,10467.0,,27.0,76.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
97828,97829,3051660036,36,,B1,1,20.0,100.0,2.0,478000,10851,17583,0,0,,11226.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
993706,993707,1005251672,1672,,R4,2,81.0,120.0,9.0,87082,8782,39187,0,0,,10012.0,,100.0,125.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
511316,511317,4140710120,120,,A1,1,40.0,100.0,2.0,562000,20460,33720,1620,1620,1017.0,11414.0,,25.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
273486,273487,1015372253,2253,,R4,2,81.0,120.0,37.0,242129,29821,108958,0,0,,10128.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
862579,862580,2039442453,2453,,R4,2,49.0,107.0,12.0,24204,3045,10892,0,2224,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
95598,95599,5033530041,41,,A9,1,24.0,117.0,2.0,409000,14115,24055,7634,7634,1010.0,10305.0,,12.0,57.0,6,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
1025430,1025431,4014330042,42,,C0,1,30.0,100.0,3.0,756000,20400,36633,5760,5760,1010.0,11372.0,,20.0,45.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
694904,694905,4068290034,34,,B3,1,40.0,100.0,2.0,514000,13418,23700,0,0,,11366.0,,20.0,30.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
402337,402338,4089590066,66,,A1,1,19.0,93.0,2.0,338000,10650,16588,0,0,,11421.0,,16.0,38.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
742908,742909,3011810028,28,,D1,2,100.0,58.0,6.0,1160000,53100,522000,0,0,,11238.0,,100.0,48.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
71302,71303,1014871233,1233,,R4,2,81.0,120.0,39.0,218548,16714,98347,0,0,,10021.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
943909,943910,1020071109,1109,,R4,2,81.0,120.0,5.0,102335,6508,46051,0,38692,1920.0,10037.0,,70.0,102.0,5,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
480883,480884,1010440010,10,,C4,2,25.0,51.0,4.0,1150000,51300,517500,0,0,,10019.0,,25.0,40.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
673282,673283,3066140053,53,,A9,1,20.0,90.0,2.0,633000,11927,22809,3120,3120,1017.0,11223.0,,16.0,45.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
442315,442316,3089070800,800,,A1,1,40.0,45.0,2.0,400000,9492,16089,0,0,,11229.0,,16.0,40.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1039805,1039806,4037130017,17,,C0,1,37.0,73.0,2.0,475000,16248,26985,1620,1620,1017.0,11385.0,,20.0,55.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
922562,922563,1010472328,2328,,R4,2,175.0,200.0,50.0,296068,63063,133231,0,0,,10019.0,,150.0,150.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
362920,362921,4016440018,18,,A1,1,24.0,95.0,2.5,417000,12636,18554,0,0,,11369.0,,16.0,36.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
831291,831292,3025631003,1003,,R2,2,33.0,101.0,3.0,90362,5474,40663,0,0,,11222.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
104723,104724,3034570019,19,,B1,1,20.0,100.0,2.0,523000,8816,13442,0,0,,11207.0,,20.0,55.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
18764,18765,3059070067,67,,A1,1,45.0,100.0,2.5,901000,18074,32832,1620,1620,1017.0,11209.0,,24.0,35.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
349176,349177,4088700053,53,,S2,1,20.0,127.0,3.0,422000,13920,25320,1620,1620,1017.0,11421.0,,20.0,54.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
853423,853424,4120870095,95,,B2,1,44.0,95.0,2.0,492000,18300,28493,1620,1620,1017.0,11436.0,,23.0,47.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
487189,487190,4060300026,26,,B1,1,50.0,100.0,2.0,801000,28800,48060,1620,1620,1017.0,11360.0,,26.0,50.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
1044966,1044967,1012621212,1212,,R5,4,81.0,120.0,19.0,58824,8965,26471,0,0,,10036.0,,70.0,102.0,7,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
1018638,1018639,3010581103,1103,,R1,2C,33.0,101.0,4.0,308481,3118,45383,0,40841,1920.0,11217.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
666483,666484,3069990016,16,,C0,1,30.0,100.0,2.7,662000,15006,25214,0,0,,11224.0,,20.0,50.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
713891,713892,2040580017,17,,A5,1,18.0,90.0,2.0,338000,13248,19814,4592,4592,1010.0,10462.0,,18.0,32.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
928464,928465,2045630010,10,,V0,1B,25.0,100.0,4.0,135000,1989,1989,0,0,,10464.0,,33.0,52.0,10,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
797711,797712,4013800059,59,,B1,1,20.0,100.0,2.0,530000,18545,28573,3240,3240,1017.0,11370.0,,20.0,42.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
491413,491414,3036810042,42,,G9,4,20.0,100.0,1.0,49600,11700,22320,0,0,,11207.0,,14.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
944698,944699,5035350089,89,,A5,1,25.0,109.0,2.0,422000,15480,25320,1620,1620,1017.0,10306.0,,16.0,50.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
223954,223955,1004570128,128,,D6,2,50.0,109.0,6.0,2640000,281250,1188000,253125,1069200,2202.0,10003.0,,50.0,109.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
756350,756351,3081840023,23,,V1,4,10.0,30.0,3.0,2400,1080,1080,0,0,,11220.0,,25.0,52.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
211092,211093,4009051047,1047,,R4,2,41.0,104.0,23.0,51825,2836,23321,2361,22846,5114.0,11102.0,,26.0,44.0,3,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
514495,514496,1000681245,1245,,R4,2,81.0,120.0,17.0,253536,30563,114091,0,59470,1925.0,10038.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
725648,725649,3052560172,172,,A5,1,16.0,80.0,2.0,721000,14331,22414,8843,8843,1010.0,11218.0,,16.0,45.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
373692,373693,2039160030,30,,S2,1,25.0,117.0,3.0,234000,7541,13680,0,0,,10460.0,,14.0,49.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
575271,575272,2056460002,2,,C2,2A,25.0,81.0,3.0,279000,3849,95036,0,0,,10464.0,,25.0,65.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
990946,990947,2048860026,26,,V0,1B,25.0,95.0,4.0,134663,1923,1923,0,0,,10469.0,,33.0,52.0,9,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
401323,401324,2039443281,3281,,R4,2,49.0,107.0,12.0,31674,4224,14253,0,2842,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
913238,913239,3002651002,1002,,R5,4,33.0,101.0,6.0,634985,162307,285743,0,0,,11201.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
262824,262825,3065910071,71,,B3,1,40.0,100.0,2.5,958000,18092,29527,1620,1620,1017.0,11230.0,,18.0,41.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
804140,804141,5039600350,350,,V1,4,212.0,510.0,2.0,4800000,2160000,2160000,0,0,,10306.0,,25.0,40.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
84934,84935,2045610054,54,,A1,1,50.0,100.0,2.0,481000,13573,22590,1620,1620,1017.0,10469.0,,38.0,27.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
114530,114531,1006121201,1201,,R5,4,73.0,50.0,6.0,64000,8550,28800,0,0,,10014.0,,70.0,102.0,6,1,81.0,120.0,19.0,10035.0,70.0,102.0,3
511122,511123,4124580366,366,,A5,1,22.0,90.0,1.0,296000,9061,14042,9061,11336,1010.0,11434.0,,22.0,42.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
681560,681561,4153060009,9,,V0,1B,22.0,136.0,3.0,195975,1650,1650,0,0,,11380.0,,26.0,44.0,10,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
422823,422824,3021341316,1316,,R4,2,33.0,101.0,24.0,128694,2520,57912,1900,57292,5114.0,11211.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
196809,196810,3009880054,54,,C0,1,16.0,79.0,3.0,1640000,12492,22663,0,0,,11215.0,,16.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
37681,37682,3019631002,1002,,R6,1C,18.0,100.0,3.0,190783,977,11447,0,0,,11238.0,,18.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
141414,141415,3035210073,73,,V1,4,25.0,100.0,3.0,230000,103500,103500,0,0,,11212.0,,25.0,52.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
350007,350008,2045470001,1,,C1,2,100.0,100.0,5.0,1280000,39870,576000,0,0,,10467.0,,100.0,90.0,6,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
1024724,1024725,3038100021,21,,B1,1,20.0,100.0,2.0,467000,5865,10657,0,0,,11207.0,,20.0,64.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
9962,9963,3074730031,31,,A5,1,20.0,100.0,2.0,470000,16947,25367,0,0,,11235.0,,20.0,36.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
647676,647677,2039372644,2644,,R4,2,49.0,107.0,8.0,22196,2111,9988,0,3050,1920.0,10462.0,,33.0,52.0,4,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
26240,26241,3070760060,60,,A9,1,28.0,100.0,2.0,476000,11813,18806,1620,1620,1017.0,11223.0,,18.0,25.0,7,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
305237,305238,3087202843,2843,,R5,4,33.0,101.0,12.0,815,340,367,330,357,5113.0,11235.0,,25.0,52.0,4,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
398934,398935,2038930011,11,,C3,2A,28.0,100.0,2.0,668000,37344,67787,0,0,,10472.0,,23.0,82.0,8,2,49.0,107.0,4.0,10464.0,33.0,52.0,3
389420,389421,1009620097,97,,N2,4,197.0,399.0,19.0,74000000,13680000,33300000,13680000,33300000,2220.0,10016.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
350219,350220,4045920101,101,,A1,1,83.0,92.0,2.0,901000,18873,31258,5760,5760,1010.0,11357.0,,58.0,22.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
991186,991187,4052770001,1,,A1,1,35.0,100.0,2.5,517000,15625,26143,15625,26143,1021.0,11358.0,,21.0,27.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
357346,357347,1010901230,1230,,R4,2,81.0,120.0,46.0,258507,20861,116328,0,90477,5110.0,10036.0,,70.0,102.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
883468,883469,3085120061,61,,B1,1,21.0,100.0,1.0,410000,16002,23685,0,0,,11234.0,,20.0,45.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
323021,323022,4136190020,20,,B3,1,52.0,132.0,1.6,445000,12579,22391,1620,1620,1017.0,11422.0,,35.0,24.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
366375,366376,2033420038,38,,M1,4,219.0,180.0,1.0,6750000,260100,3037500,260100,3037500,1021.0,10467.0,X5,120.0,85.0,1,2,49.0,107.0,4.0,10464.0,33.0,52.0,1
990468,990469,4113250022,22,,A5,1,22.0,100.0,1.0,284000,10620,16850,0,0,,11411.0,,22.0,42.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
216631,216632,5028500043,43,,A5,1,22.0,100.0,2.0,358000,13380,21480,1620,1620,1017.0,10305.0,,16.0,41.0,7,5,48.0,109.0,2.0,10308.0,25.0,40.0,2
509096,509097,3003201104,1104,,R5,4,33.0,101.0,9.0,11357,5111,5111,0,0,,11231.0,,25.0,52.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1023491,1023492,4063100016,16,,B2,1,40.0,100.0,2.0,738000,16828,30439,0,0,,11361.0,,24.0,50.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
769902,769903,3039090003,3,,B9,1,25.0,100.0,3.0,586000,10779,19617,0,0,,11208.0,,21.0,35.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
1041188,1041189,1000166131,6131,,R4,2,81.0,120.0,9.0,105902,14028,47656,14028,47656,6800.0,10280.0,,70.0,102.0,3,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
407749,407750,3000531032,1032,,R4,2,33.0,101.0,16.0,50009,1335,22504,496,21665,5113.0,11201.0,,25.0,52.0,3,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
755081,755082,4087190031,31,,A1,1,40.0,100.0,2.0,569000,16190,27418,3677,3677,1010.0,11004.0,,25.0,34.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
697061,697062,5060110036,36,,A2,1,40.0,200.0,1.0,553000,19135,31969,0,0,,10312.0,,25.0,49.0,8,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
949156,949157,5054200059,59,,V0,1B,24.0,107.0,2.0,126000,2073,2073,0,0,,10308.0,,25.0,40.0,10,5,48.0,109.0,2.0,10308.0,25.0,40.0,3
102774,102775,1010421272,1272,,R4,2,81.0,120.0,42.0,219287,2033,98679,0,96515,5110.0,10019.0,,97.0,97.0,4,1,81.0,120.0,19.0,10035.0,70.0,102.0,2
630740,630741,2039700012,12,,B2,1,25.0,95.0,2.0,386000,12859,18248,1620,1620,1017.0,10462.0,,21.0,50.0,7,2,49.0,107.0,4.0,10464.0,33.0,52.0,2
727814,727815,4090810125,125,,C0,1,21.0,100.0,2.0,440000,16320,26400,1620,1620,1017.0,11416.0,,21.0,46.0,7,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
495494,495495,4076870025,25,,A1,1,40.0,100.0,2.0,673000,20827,33613,20047,20047,1015.0,11364.0,,25.0,36.0,6,4,41.0,104.0,3.0,11380.0,26.0,44.0,2
955563,955564,4089380037,37,,A1,1,30.0,100.0,2.5,435000,12990,20548,0,0,,11421.0,,18.0,37.0,8,4,41.0,104.0,3.0,11380.0,26.0,44.0,3
595174,595175,3036740023,23,,A1,1,35.0,25.0,2.0,287000,5099,8086,0,0,,11207.0,,25.0,25.0,8,3,33.0,101.0,3.0,11220.0,25.0,52.0,3
179311,179312,3025710010,10,,C0,1,21.0,100.0,2.0,526000,10968,18610,10968,12545,1015.0,11222.0,,21.0,35.0,6,3,33.0,101.0,3.0,11220.0,25.0,52.0,2
