,merchantnum_amount_sum_3,merchantnum_amount_week_diff_sum_3,cardnum_amount_sum_3,cardnum_amount_week_diff_sum_3,newmerch_30,newmerch_15,cardnum_merchantnum_30,cardnum_merchantnum_15,cardnum_zip_30,cardnum_state_30,Fraud
11230,34.16,-405.01921764345065,34.16,-405.01921764345065,1,1,4,2,3,2,0
11231,417.04000000000013,-29021.747011274805,36.2,-4355.592176434507,3,1,8,5,6,5,0
11232,159.07,-280.10921764345056,1716.68,453.465606393263,0,0,7,4,7,6,0
11233,424.41000000000014,-29453.556228918256,1324.1099999999994,-4276.573310717628,1,0,8,7,5,5,0
11234,1088.6,649.4207823565494,1088.6,649.4207823565494,0,0,4,1,4,3,0
11235,25.91,-413.26921764345065,458.42,-1241.1044762205556,4,2,6,3,5,2,0
11236,428.03000000000014,-29889.115446561707,1342.65,-1238.1020465370889,2,1,10,6,10,7,0
11237,217.0,-222.17921764345058,217.0,-222.17921764345058,0,0,2,1,2,2,0
11238,68.31,-370.8692176434506,781.0999999999998,-902.2294797991057,9,5,14,7,8,2,0
11239,431.77000000000015,-30324.55466420516,1327.8499999999995,-4712.012528361079,1,0,8,7,5,5,0
11240,435.44000000000017,-30760.063881848615,1331.5199999999998,-5147.52174600453,1,0,8,7,5,5,0
11241,261.35,-597.944303835819,21.95,-417.2292176434506,1,0,6,3,6,5,0
11242,92.69,-346.4892176434506,1712.79,433.38060997181276,0,0,6,4,6,3,0
11243,2436.0,1611.9648240367135,1782.34,464.8023470696482,0,0,4,4,4,4,0
11244,3620.16,-442.82348546318593,6154.61,2053.4982516346495,1,0,15,11,17,8,0
11245,11.49,-427.6892176434506,43.32,-1165.5711342831225,2,0,7,4,9,7,0
11246,1529.47,1090.2907823565497,1529.47,1090.2907823565497,0,0,4,1,4,3,0
11247,50.08,-389.0992176434506,50.08,-389.0992176434506,0,0,1,1,1,1,0
11248,171.0,-268.17921764345056,171.0,-268.17921764345056,0,0,1,1,1,1,0
11249,157.09,-721.2684352869012,50.48,-827.8784352869012,2,2,14,10,12,9,0
11250,650.0,210.82078235654942,1436.21,-981.5722685662448,4,3,20,9,22,15,0
11251,62.56,-376.6192176434506,62.56,-376.6192176434506,0,0,2,2,3,2,0
11252,300.0,-139.17921764345058,300.0,-139.17921764345058,1,1,6,2,5,6,0
11253,1817.47,1378.2907823565495,2067.07,749.5323470696483,0,0,12,12,14,9,0
11254,2676.11,-722.9389524411115,442.14,2.960782356549373,0,0,4,1,4,4,0
11255,887.0,447.8207823565494,2006.55,1147.255696164181,5,3,15,12,14,9,0
11256,392.6,-485.75843528690115,924.44,-374.03352147926967,0,0,6,4,5,5,0
11257,2736.0199999999995,-1102.208170084562,364.61,-933.8635214792696,0,0,19,14,18,13,0
11258,5527.43,-6547.010354434677,918.1,-345.1143936067372,0,0,8,6,7,5,0
11259,439.0600000000002,-31195.623099492066,1335.1399999999996,-5583.08096364798,1,0,8,7,5,5,0
11260,120.86,-318.3192176434506,120.86,-318.3192176434506,1,1,4,4,3,2,0
11261,442.8000000000001,-31631.06231713552,1338.8799999999997,-6018.520181291429,1,0,8,7,5,5,0
11262,449.42000000000013,-32063.62153477897,1345.4999999999995,-6451.0793989348795,1,0,8,7,5,5,0
11263,973.3,534.1207823565494,992.5,114.14156471309877,0,0,3,3,3,3,0
11264,106.25,-332.9292176434506,106.25,-332.9292176434506,0,0,6,3,6,5,0
11265,453.04000000000025,-32499.180752422417,39.82,-4791.151394077956,3,1,8,5,6,5,0
11266,14.0,-425.1792176434506,14.0,-425.1792176434506,0,0,1,1,1,2,0
11267,456.7100000000002,-32934.68997006587,1349.1699999999996,-6886.588616578331,1,0,8,7,5,5,0
11268,259.75,-179.42921764345058,259.75,-179.42921764345058,1,0,18,12,16,9,0
11269,31.5,-407.6792176434506,3303.18,1674.1737795245097,3,1,14,6,14,9,0
11270,460.45000000000033,-33370.12918770932,1352.9099999999996,-7322.0278342217825,1,0,8,7,5,5,0
11271,277.93,-161.24921764345058,941.23,117.19482403671343,1,1,9,8,10,9,0
11272,8.57,-430.6092176434506,6323.91,4274.7886933321415,1,1,6,5,6,6,0
11273,877.0,437.8207823565494,2241.29,118.78130255744391,2,2,22,14,16,14,0
11274,18.81,-420.3692176434506,176.81,-682.484303835819,3,1,12,5,11,7,0
11275,464.0700000000003,-33805.68840535277,43.44,-5226.710611721406,3,1,8,5,6,5,0
11276,553.1,113.92078235654941,5950.83,4251.305523779444,0,0,8,5,8,5,0
11277,89.24,-349.9392176434506,89.24,-349.9392176434506,0,0,6,5,6,6,0
11278,695.0,255.82078235654942,695.0,255.82078235654942,0,0,1,1,1,1,0
11279,682.46,-195.89843528690116,787.59,-950.06273912272,0,0,19,14,18,13,0
11280,113.05,-326.1292176434506,1802.8,943.505696164181,1,1,6,5,6,4,0
11281,467.6900000000003,-34241.24762299622,64.82,-4272.6489171108915,0,0,1,1,1,1,0
11282,1276.0,836.8207823565493,1601.0,776.9648240367136,0,0,7,4,8,6,0
11283,475.5600000000003,-34672.55684063967,72.69,-4703.958134754342,0,0,1,1,1,1,0
11284,215.46,-1083.0135214792695,370.76,-892.4543936067371,0,0,8,5,8,5,0
11285,483.4300000000003,-35103.86605828312,80.56,-5135.267352397792,0,0,1,1,1,1,0
11286,5438.1100000000015,3790.039648073427,5949.84,4686.625606393263,3,1,9,3,10,3,0
11287,182.23,-256.9492176434506,409.31,-469.04843528690134,3,3,7,6,7,3,0
11288,2326.64,-4878.2471296827725,185.82,-253.35921764345062,2,1,3,2,3,3,0
11289,490.0500000000003,-35536.425275926566,1359.5299999999995,-7754.587051865232,1,0,8,7,5,5,0
11290,276.84,-162.3392176434506,1335.81,-1187.7496521838425,6,2,32,15,24,18,0
11291,697.0,257.82078235654944,1374.2,75.72647852073044,4,2,18,12,17,8,0
11292,93.96,-1185.4493900281873,76.68,-1240.8576529303516,2,2,14,10,12,9,0
11293,493.7200000000003,-35971.93449357002,3.67,-435.5092176434506,0,0,5,2,5,5,0
11294,1418.39,-777.5060882172528,638.12,198.94078235654942,0,0,9,5,9,9,0
11295,210.0,-229.17921764345058,405.0,-454.294303835819,1,1,9,6,7,5,0
11296,497.4600000000003,-36407.37371121347,1363.2699999999995,-8190.026269508681,1,0,8,7,5,5,0
11297,501.0800000000003,-36842.93292885692,1366.8899999999996,-8625.585487152133,1,0,8,7,5,5,0
11298,320.99,-1381.4036112501874,3873.84,89.93508923905239,1,0,23,18,8,2,0
11299,504.70000000000033,-37278.49214650037,84.18,-5570.826570041241,0,0,1,1,1,1,0
11300,440.0,0.8207823565493868,440.0,0.8207823565493868,1,1,10,6,10,7,0
11301,1081.63,-2832.854695888891,1159.27,-158.26765293035186,0,0,9,7,8,6,0
11302,395.0,-44.17921764345061,395.0,-44.17921764345061,0,0,4,4,4,4,0
11303,3020.5,1006.6378212046733,4856.89,3192.624651651977,0,0,6,3,4,2,0
11304,3308.19,2064.0397378443454,165.65,-693.6443038358191,1,1,5,2,4,3,0
11305,493.84,54.66078235654936,1582.4399999999996,704.0815647130987,1,1,5,2,5,4,0
11306,2400.78,-234.2953058607036,1489.95,281.0588657168775,0,0,7,6,7,6,0
11307,508.3200000000003,-37714.051364143816,1370.5099999999993,-9061.144704795584,1,0,8,7,5,5,0
11308,216.12,-223.05921764345058,409.67,-414.3651759632865,2,1,22,10,23,14,0
11309,269.65,-589.6443038358191,5.33,-433.8492176434506,0,0,4,4,4,3,0
11310,511.9400000000003,-38149.61058178728,1374.1299999999992,-9496.703922439036,1,0,8,7,5,5,0
11311,261.31,-177.86921764345058,261.31,-177.86921764345058,0,0,3,3,3,3,0
11312,3000.0,2121.641564713099,3468.9700000000007,1820.8996480734272,8,5,19,10,14,4,0
11313,515.5600000000003,-38585.169799430725,34.42,-1174.4711342831226,0,0,5,2,5,5,0
11314,2960.0,-114.25452350415419,559.22,120.04078235654941,0,0,6,6,6,6,0
11315,23.5,-415.6792176434506,23.5,-415.6792176434506,0,0,2,1,2,2,0
11316,14.97,-424.20921764345064,3483.94,1396.690430429977,8,5,20,11,15,4,0
11317,59.95,-379.2292176434506,2356.7499999999995,253.30543400852616,1,1,15,10,15,10,0
11318,120.0,-319.1792176434506,139.95,-719.3443038358189,1,0,12,9,11,9,0
11319,123.0,-316.1792176434506,123.0,-316.1792176434506,1,1,4,2,4,4,0
11320,969.85,-1206.981956766171,46.91,-831.4484352869013,0,0,2,2,2,2,0
11321,519.1800000000003,-39020.729017074176,47.06,-5662.269829364856,3,1,8,5,6,5,0
11322,3818.55,1221.602957041461,2407.49,1089.9523470696483,0,0,8,6,7,6,0
11323,8.5,-430.6792176434506,1382.6299999999994,-9927.383140082487,1,0,8,7,5,5,0
11324,1574.0,1134.8207823565494,1944.76,242.3663887498124,0,0,9,6,9,5,0
11325,360.0,-79.17921764345061,1278.1,-424.29361125018784,0,0,9,7,8,5,0
11326,5676.63,-6836.989572078126,214.87,-1029.2802621556548,1,1,4,4,4,2,0
11327,30.0,-409.1792176434506,30.0,-409.1792176434506,0,0,1,1,1,1,0
11328,360.4,-1377.25273912272,394.52,-429.5151759632866,0,0,6,4,6,6,0
11329,47.96,-391.2192176434505,1760.75,42.161392328362005,0,0,7,5,7,3,0
11330,292.08,-531.9551759632865,292.08,-531.9551759632865,1,0,11,7,10,9,0
11331,2430.63,-5213.436347326224,143.99,-680.0451759632865,0,0,3,3,3,3,0
11332,537.4300000000003,-39441.65823471763,3343.66,817.2312127865257,0,0,16,14,10,10,0
11333,129.98,-309.1992176434506,6080.81,3942.1063061359937,0,0,9,6,9,5,0
11334,10.49,-428.6892176434506,21.89,-802.1451759632864,0,0,6,3,5,5,0
11335,712.66,-165.69843528690126,4353.299999999998,130.21587159560175,1,0,23,18,8,2,1
11336,413.48,-25.699217643450595,413.48,-25.699217643450595,0,0,3,3,2,2,0
11337,541.0500000000003,-39877.21745236108,87.80000000000003,-6006.385787684692,0,0,1,1,1,1,0
11338,285.95,-538.0851759632865,1190.49,-511.9036112501877,1,1,17,10,16,10,0
11339,544.6700000000003,-40312.77667000453,675.2800000000002,-3425.8317483653504,3,2,21,13,19,12,0
11340,548.2900000000003,-40748.33588764798,3.62,-435.5592176434506,0,0,1,1,1,1,0
11341,900.0,460.8207823565494,900.0,460.8207823565494,1,1,2,1,2,2,0
11342,47.0,-831.3584352869012,47.0,-831.3584352869012,0,0,2,1,2,2,0
11343,257.18,-181.99921764345058,378.04,-500.31843528690115,1,1,4,4,3,2,0
11344,189.88,-249.29921764345062,189.88,-249.29921764345062,0,0,11,8,11,7,0
11345,12.12,-866.2384352869012,50.67999999999999,-6097.829047008307,3,1,9,6,6,5,0
11346,49.5,-828.8584352869012,49.5,-828.8584352869012,2,1,4,3,3,4,0
11347,551.9100000000003,-41183.89510529144,3.62,-435.5592176434506,1,0,7,4,6,6,0
11348,24.04,-854.3184352869011,182.04,-1116.4335214792695,3,1,12,5,11,7,0
11349,600.0,-278.35843528690117,2219.73,1360.435696164181,1,1,2,2,2,2,0
11350,12.38,-426.7992176434506,1541.85,663.4915647130988,0,0,4,1,4,3,0
11351,987.17,547.9907823565493,1124.49,300.4548240367134,0,0,2,2,2,2,0
11352,114.0,-325.1792176434506,1496.6299999999994,-10252.562357725936,1,0,9,8,6,6,0
11353,139.04,-1874.8221787953269,1353.15,-240.5970926029584,0,0,10,7,9,5,0
11354,149.99,-289.1892176434506,149.99,-289.1892176434506,0,0,13,10,13,9,0
11355,307.3,-131.87921764345057,6255.95,2962.6784311764864,0,0,17,15,15,12,0
11356,2534.6199999999994,-5548.625564969674,954.82,-2463.2930838921943,0,0,1,1,1,1,1
11357,1258.0,818.8207823565493,1258.0,818.8207823565493,1,1,2,1,2,2,0
11358,26.09,-413.0892176434505,163.12,-3350.313741147605,0,0,6,6,2,6,0
11359,559.7800000000003,-41615.204322934886,95.67000000000002,-6437.695005328143,0,0,1,1,1,1,0
11360,593.23,154.0507823565494,2089.859999999999,-10098.511575369386,1,0,10,9,7,6,0
11361,1501.65,-146.420351926573,771.98,-87.31430383581898,0,0,9,8,8,8,0
11362,566.4000000000002,-42047.76354057834,173.33,-1035.5611342831223,0,0,4,3,3,4,0
11363,573.0200000000002,-42480.32275822179,57.29999999999999,-6530.388264651757,3,1,9,6,6,5,0
11364,954.64,-308.57439360673715,472.64,33.46078235654937,0,0,3,1,2,1,0
11365,2568.890000000001,1709.5956961641812,1694.67,1255.4907823565495,0,0,13,10,13,9,0
11366,6688.1100000000015,4600.860430429977,7199.84,5497.446388749813,3,1,9,3,10,3,0
11367,181.47,-677.8243038358189,224.74,-653.6184352869012,0,0,14,11,14,9,0
11368,1025.0,585.8207823565493,3114.8599999999988,-9512.690793012836,1,0,11,10,7,6,0
11369,274.75,-549.2851759632865,274.75,-549.2851759632865,0,0,3,2,2,2,0
11370,3200.0,-313.43374114760485,240.0,-199.17921764345058,0,0,3,2,3,3,0
11371,306.3,-132.87921764345057,981.5800000000003,-3558.7109660088013,3,2,22,14,20,13,0
11372,59.0,-380.1792176434506,147.2,-676.8351759632865,3,2,10,5,9,8,0
11373,51.19,-387.9892176434506,275.93,-1041.6076529303516,0,0,15,12,15,9,0
11374,3269.0,2390.641564713099,3639.76,1498.1871711063618,0,0,9,6,9,5,0
11375,507.66,-771.7493900281876,548.41,-1590.2936938640064,4,2,6,3,5,2,0
11376,695.0,255.82078235654942,2936.29,374.6020849139933,2,2,23,15,17,15,0
11377,577.3900000000002,-42915.13197586524,30.8,-1671.5936112501875,3,3,7,7,7,4,0
11378,13441.0,12123.462347069646,12745.99,11447.51647852073,1,1,7,6,6,6,0
11379,334.0,-105.17921764345058,2868.23,764.7854340085263,2,1,20,12,18,12,0
11380,3389.7599999999993,-887.6473877280125,2143.69,495.6196480734269,0,0,8,7,8,7,0
11381,3703.64,1206.2188555273324,1421.3,203.2882455555201,0,0,4,3,4,3,0
11382,1031.81,233.9133317478885,2707.51,1909.6133317478884,0,0,7,5,7,5,0
11383,405.73000000000025,-34208.96642679783,92.55,-6414.676497616966,0,0,1,1,1,1,0
11384,41.29,-317.4274506086609,1802.04,-275.26605828029886,0,0,7,5,8,3,0
11385,1702.15,484.1382455555202,432.26,-365.6366682521115,2,0,8,6,9,9,0
11386,346.92,-11.797450608660881,346.92,-11.797450608660881,0,0,2,1,2,2,0
11387,56.09,-302.62745060866087,56.09,-302.62745060866087,2,1,5,1,3,5,0
11388,180.88,-177.8374506086609,236.97,-480.46490121732177,2,1,6,2,4,6,0
11389,46.9,-311.81745060866086,46.9,-311.81745060866086,0,0,2,1,2,2,0
11390,19.91,-338.8074506086609,19.91,-338.8074506086609,0,0,2,2,2,2,0
11391,112.2,-246.51745060866088,112.2,-246.51745060866088,3,1,27,8,29,15,0
11392,1712.6,-5959.651098938663,1036.78,-2740.050534500855,0,0,1,1,1,1,1
11393,1744.2400000000002,-6286.728549547324,1068.42,-3067.127985109516,0,0,1,1,1,1,1
11394,24.12,-1212.955885895562,780.08,-2194.6486250182825,3,1,20,11,19,12,0
11395,16.2,-342.5174506086609,16.2,-342.5174506086609,2,1,3,2,3,2,0
11396,39.0,-319.7174506086609,122.94,-674.9566682521115,2,1,7,5,5,4,0
11397,409.35000000000025,-34564.063877406494,3.62,-355.0974506086609,0,0,2,2,2,2,0
11398,310.52,-48.197450608660915,482.66,-735.35175444448,0,0,9,7,12,5,0
11399,1554.88,-923.477013021585,913.42,-762.8351035390127,1,0,6,4,3,5,0
11400,412.97000000000025,-34919.16132801516,96.17000000000002,-6769.7739482256275,0,0,1,1,1,1,0
11401,19.6,-339.1174506086609,30.090000000000003,-767.8066682521113,0,0,6,3,5,5,0
11402,813.92,35.08746319897068,20.0,-338.7174506086609,0,0,4,4,4,4,0
11403,46.98,-311.7374506086609,46.98,-311.7374506086609,1,1,6,5,4,2,0
11404,5.95,-352.7674506086609,107.95,-670.8825368010292,1,1,6,4,5,4,0
11405,122.39,-236.32745060866088,465.88,-312.95253680102934,0,0,4,4,4,3,0
11406,416.5900000000002,-35274.25877862382,60.91999999999999,-6885.485715260417,3,1,9,6,6,5,0
11407,63.04,-295.6774506086609,4282.91,-353.2148383366735,1,0,45,29,43,13,0
11408,1495.0,1136.2825493913392,1663.4,865.5033317478886,0,0,3,3,3,3,0
11409,1001.57,203.67333174788845,1854.98,235.917290814234,3,2,19,13,20,13,0
11410,120.18,-238.5374506086609,2449.18,1651.2833317478885,0,0,4,2,4,4,0
11411,420.2100000000002,-35629.35622923249,3108.239999999999,-9108.316326981823,1,0,11,8,7,6,0
11412,439.9,81.18254939133908,1983.97,746.8941141044379,0,0,7,5,7,6,0
11413,423.8300000000002,-35984.45367984115,99.79000000000002,-7124.871398834288,0,0,1,1,1,1,0
11414,850.67,491.9525493913391,1124.17,-93.84175444447986,1,1,14,7,13,10,0
11415,596.0,-201.8966682521115,596.0,-201.8966682521115,0,0,9,8,9,6,0
11416,499.08,-737.9958858955623,452.08,93.36254939133907,0,0,1,1,2,2,0
11417,290.44,-68.2774506086609,803.19,24.35746319897072,1,1,2,2,2,2,0
11418,354.97,-3.7474506086608703,354.97,-3.7474506086608703,0,0,3,3,3,3,0
11419,72.85,-285.8674506086609,150.41,-1067.60175444448,1,1,14,10,11,9,0
11420,32.0,-326.7174506086609,32.0,-326.7174506086609,0,0,0,0,1,1,0
11421,3840.55,884.8855064328002,22.0,-336.7174506086609,0,0,5,2,5,3,0
11422,432.6300000000003,-36334.37113044981,287.82,-1369.3709720879303,1,1,8,5,7,6,0
11423,119.35,-239.3674506086609,3004.9,469.35059262516836,2,2,24,13,17,15,0
11424,787.6400000000001,-831.4227091857659,2576.88,1420.2658811392275,0,0,5,3,4,4,0
11425,79.0,-279.7174506086609,2964.9,906.6580731707837,2,2,12,12,11,10,0
11426,250.0,-987.075885895562,190.54,-607.3566682521115,0,0,7,5,7,7,0
11427,1114.8300000000004,-504.232709185766,120.05,-238.6674506086609,1,1,5,5,4,5,0
11428,3265.8,2467.9033317478884,4183.75,2965.73824555552,5,3,16,12,15,9,0
11429,426.21,-810.8658858955621,576.58,-202.2525368010293,0,0,4,2,4,3,0
11430,370.0,11.282549391339106,508.0,-270.83253680102933,0,0,9,8,9,8,0
11431,436.2500000000003,-36689.46858105848,103.41000000000004,-7479.968849442948,0,0,1,1,1,1,0
11432,70.8,-287.9174506086609,1343.11,-1154.3111444726671,6,3,32,14,24,18,0
11433,282.35,-76.36745060866087,3046.32,1847.3723770066024,2,2,5,4,4,3,0
11434,1354.0,556.1033317478884,938.0,159.16746319897072,3,1,17,12,15,13,0
11435,41.76,-316.9574506086609,173.76999999999995,-624.1266682521116,1,0,7,4,5,4,0
11436,3043.3,1825.28824555552,474.8,-323.0966682521115,0,0,8,4,8,7,0
11437,128.88,-669.0166682521115,128.88,-669.0166682521115,0,0,2,1,2,2,0
11438,625.0,-153.83253680102928,1031.66,-545.0692050531409,0,0,10,8,13,5,0
11439,100.0,-258.7174506086609,316.12,-481.7766682521115,2,1,20,11,21,13,0
11440,3457.9699999999993,-1178.1548383366735,169.74,-609.0925368010294,0,0,2,2,2,2,0
11441,439.8700000000003,-37044.56603166714,107.03000000000004,-7835.066300051609,0,0,1,1,1,1,0
11442,159.98,-198.73745060866088,2568.4100000000008,491.1039417197013,3,2,21,11,19,12,0
11443,451.0700000000003,-37392.083482275804,22.93,-1653.3251035390128,3,3,7,6,7,4,0
11444,73.97999999999998,-643.4549012173218,205.99,-950.6241188607725,1,0,7,4,5,4,0
11445,1127.73,769.0125493913391,1886.73,1107.8974631989709,0,0,9,7,11,7,0
11446,1174.0,36.45001259030983,1580.66,-354.78665566180183,0,0,10,8,13,5,0
11447,1697.92,1339.2025493913393,1714.04,916.1433317478886,1,1,7,6,7,5,0
11448,2349.95,1991.232549391339,2488.17,1270.1582455555201,3,1,12,6,12,8,0
11449,388.0,29.282549391339106,388.0,29.282549391339106,0,0,3,2,3,3,0
11450,306.52,-1369.7351035390125,640.76,-515.8541188607724,2,0,8,6,9,9,0
11451,5897.55,2583.168055824139,2057.0,1698.2825493913392,0,0,2,2,2,2,0
11452,745.0,-411.6141188607724,745.0,-411.6141188607724,0,0,9,8,9,6,0
11453,454.6900000000003,-37747.18093288447,64.53999999999999,-7240.5831658690795,3,1,9,6,6,5,0
11454,398.0,39.2825493913391,2252.98,275.1998402055731,3,2,19,13,20,13,0
11455,55.7,-303.0174506086609,303.04,-475.79253680102926,0,0,12,5,10,6,0
11456,1782.63,205.9007949468593,142.28,-655.6166682521115,0,0,3,3,3,2,0
11457,159.56,-199.1574506086609,159.56,-199.1574506086609,0,0,8,6,8,6,0
11458,458.3100000000003,-38102.27838349313,110.65000000000003,-8190.163750660268,0,0,1,1,1,1,0
11459,348.64,-869.37175444448,1963.96,-953.5762306650356,1,1,25,21,22,12,0
11460,488.5,129.7825493913391,488.5,129.7825493913391,2,1,8,5,7,7,0
11461,15.0,-343.7174506086609,2503.17,926.4407949468592,3,1,12,6,12,9,0
11462,425.8,-1670.5701897313809,23.2,-335.5174506086609,1,0,8,4,7,6,0
11463,2468.65,1670.7533317478885,403.65,44.93254939133908,0,0,3,2,3,3,0
11464,3567.3,1509.0580731707835,406.3,47.58254939133912,0,0,2,2,2,2,0
11465,49.36,-309.3574506086609,962.78,-1072.1925541476737,1,0,7,5,4,6,0
11466,3604.509999999999,-1390.3322889453345,201.14,-596.7566682521115,1,1,2,2,2,2,0
11467,120.0,-238.7174506086609,120.0,-238.7174506086609,0,0,4,3,4,4,0
11468,1013.81,234.97746319897067,2923.53,1327.736663495777,0,0,8,6,8,7,0
11469,381.6,-397.23253680102926,275.0,-83.71745060866091,1,0,4,2,4,4,0
11470,31.47,-327.24745060866087,426.47,-371.4266682521115,0,0,5,5,4,4,0
11471,1817.0,1458.2825493913392,1817.0,1458.2825493913392,0,0,1,1,1,1,0
11472,205.1,-573.7325368010293,162.37,-635.5266682521113,0,0,4,3,3,2,0
11473,86.15,-272.56745060866086,276.20000000000005,-502.6325368010293,1,1,7,5,7,3,0
11474,497.0600000000003,-38422.245834101785,149.40000000000003,-8510.131201268929,0,0,1,1,1,1,0
11475,227.9,-569.9966682521115,295.72,-502.1766682521115,0,0,3,3,3,3,0
11476,238.0,-120.71745060866091,238.0,-120.71745060866091,3,1,3,1,3,1,0
11477,130.0,-228.7174506086609,130.0,-228.7174506086609,0,0,2,2,2,2,0
11478,500.6800000000003,-38777.343284710456,153.02000000000004,-8865.22865187759,0,0,1,1,1,1,0
11479,920.0,561.2825493913391,920.0,561.2825493913391,1,0,2,1,1,2,0
11480,327.97,-1707.0025541476737,297.38,-1378.8751035390128,0,0,14,12,14,8,0
11481,504.3000000000003,-39132.44073531912,68.16,-7595.680616477739,3,1,9,6,6,5,0
11482,134.5,-224.2174506086609,351.5,-446.3966682521115,0,0,3,2,3,3,0
11483,507.9200000000003,-39487.53818592778,156.64000000000004,-9220.326102486253,0,0,1,1,1,1,0
11484,717.5699999999998,-1676.1200047563345,1177.19,-919.1801897313811,0,0,19,13,18,13,0
11485,4075.6299999999987,-1277.9297395539952,768.5,-1266.4725541476735,0,0,14,12,14,8,0
11486,112.25,-246.4674506086609,2615.42,679.9733443381982,3,1,13,7,13,9,0
11487,611.6700000000002,-544.9441188607723,1909.34,691.3282455555203,0,0,6,4,7,4,0
11488,540.06,-616.5541188607724,1436.3300000000004,-140.39920505314078,1,1,15,8,14,10,0
11489,219.9,-138.81745060866092,219.9,-138.81745060866092,0,0,2,2,2,4,0
11490,519.1200000000003,-39835.055636536454,34.129999999999995,-2000.8425541476736,3,3,7,6,7,4,0
11491,225.0,-133.7174506086609,225.0,-133.7174506086609,0,0,5,3,5,5,0
11492,119.98,-238.73745060866088,212.78,-566.0525368010293,3,0,15,10,13,10,0
11493,530.3200000000004,-40182.57308714511,45.33,-2348.3600047563345,3,3,7,6,7,4,0
11494,875.0,516.2825493913391,875.0,516.2825493913391,0,0,0,0,1,1,0
11495,380.0,21.282549391339106,380.0,21.282549391339106,0,0,4,1,3,3,0
11496,533.9400000000004,-40537.67053775377,783.7,-2549.7460756269434,3,1,20,11,19,12,0
11497,537.5600000000004,-40892.76798836244,160.26000000000005,-9575.423553094912,0,0,1,1,1,1,0
11498,1290.89,53.81411410443793,1640.16,-814.9276403400418,0,0,20,14,19,13,0
11499,541.1800000000004,-41247.8654389711,71.78,-7950.778067086398,3,1,9,6,6,5,0
11500,2060.0,1701.2825493913392,2106.91,869.8341141044381,0,0,3,3,3,3,0
11501,774.24,-802.4892050531407,430.86,-367.0366682521115,0,0,8,8,7,4,0
11502,313.65,-45.06745060866092,935.25,-282.76175444447995,0,0,11,7,11,9,0
11503,338.5,-20.217450608660894,338.5,-20.217450608660894,2,2,5,4,5,5,0
11504,19.95,-338.7674506086609,19.95,-338.7674506086609,2,2,2,2,2,2,0
11505,579.9300000000004,-41567.83288957976,199.01000000000005,-9895.391003703571,0,0,1,1,1,1,0
11506,35.0,-323.7174506086609,35.0,-323.7174506086609,0,0,4,2,4,4,0
11507,41.88,-316.8374506086609,41.88,-316.8374506086609,0,0,3,1,3,3,0
11508,653.74,295.0225493913391,1161.74,24.190012590309834,0,0,10,9,10,9,0
11509,138.22,-1060.7276229933977,289.45,-508.4466682521115,1,0,19,11,17,10,0
11510,1192.8,-1559.607455364995,3480.13,585.8631420165075,2,2,24,14,17,15,0
11511,20.15,-338.56745060866086,36.35,-681.0849012173219,2,1,4,3,3,2,0
11512,460.91,-1134.883336504223,34.7,-324.0174506086609,0,0,1,1,1,1,0
11513,3761.549999999999,905.4114049186716,2200.28,1001.3323770066023,0,0,5,4,5,4,0
11514,591.1300000000006,-41915.350340188415,56.53,-2695.8774553649955,3,3,7,6,7,4,0
11515,580.63,221.9125493913391,1291.63,92.68237700660235,0,0,9,7,9,6,0
11516,2004.49,-1106.6349059736558,1310.53,512.6333317478885,1,1,13,5,14,11,0
11517,231.25,-127.46745060866091,278.23,-439.2049012173218,1,1,7,6,5,2,0
11518,594.7500000000006,-42270.44779079709,202.63000000000005,-10250.488454312232,0,0,1,1,1,1,0
11519,115.0,-243.7174506086609,567.45,-1108.8051035390126,2,2,18,10,17,10,0
11520,598.3700000000006,-42625.54524140575,75.4,-8305.87551769506,3,1,9,6,6,5,0
11521,134.41,-224.3074506086609,307.82,-471.0125368010293,1,0,10,7,9,5,0
11522,601.9900000000006,-42980.642692014415,206.25000000000009,-10605.585904920894,0,0,1,1,1,1,0
11523,672.3100000000004,-43269.04014262308,854.02,-2838.1435262356044,3,1,20,11,19,12,0
11524,546.78,188.0625493913391,776.13,-422.81762299339766,1,1,8,5,9,5,0
11525,63.97,-294.74745060866087,1407.08,-1449.0585950813281,6,3,33,15,25,19,0
11526,17.6,-780.2966682521113,17.6,-780.2966682521113,2,1,8,4,7,5,0
11527,1874.62,1515.902549391339,3310.95,1375.5033443381985,1,1,15,8,14,10,0
11528,676.5,317.7825493913391,694.1,-462.5141188607723,3,2,9,5,8,5,0
11529,83.8,-274.9174506086609,83.8,-274.9174506086609,2,1,3,2,3,2,0
11530,990.0,631.2825493913391,3230.04,1114.6056788175367,0,0,16,13,10,10,0
11531,138.97,-219.7474506086609,222.72,-556.1125368010293,2,2,8,6,7,6,0
11532,319.35,-398.0849012173218,200.0,-158.7174506086609,0,0,3,3,3,3,0
11533,38.0,-320.7174506086609,478.0,-319.8966682521115,1,1,11,6,11,8,0
11534,675.9300000000004,-43624.13759323174,209.8700000000001,-10960.683355529554,0,0,1,1,1,1,0
11535,99.0,-259.7174506086609,99.0,-259.7174506086609,0,0,2,2,2,2,0
11536,2335.67,400.22334433819833,1319.16,521.2633317478885,1,1,5,5,5,4,0
11537,2082.07,-1387.772356582317,77.58,-281.1374506086609,0,0,4,1,3,4,0
