,Recordnum,Amount,Fraud
9394,93510,107.16,0
9395,93511,318.26,0
9396,93512,36.3,0
9397,93513,3.62,0
9398,93514,36.9,0
9399,93515,15.4,0
9400,93516,103.55,0
9401,93517,25.43,0
9402,93518,1495.0,0
9403,93519,64.8,0
9404,93520,2499.05,0
9405,93521,408.0,0
9406,93522,81.09,0
9407,93523,45.9,0
9408,93524,94.83,0
9409,93525,107.12,0
9410,93526,33.79,1
9411,93527,439.85,0
9412,93528,82.5,0
9413,93529,295.0,0
9414,93530,245.0,0
9415,93531,64.44,0
9416,93532,99.8,0
9417,93533,16.68,0
9418,93534,6.45,0
9419,93535,222.94,0
9420,93536,295.69,0
9421,93537,3.36,0
9422,93538,9.24,0
9423,93539,3.62,0
9424,93540,135.72,0
9425,93541,28.32,0
9426,93542,35.0,0
9427,93543,19.06,0
9428,93544,480.0,0
9429,93545,45.2,0
9430,93546,399.75,0
9431,93547,109.21,0
9432,93548,1045.73,0
9433,93549,21.6,0
9434,93550,6.49,0
9435,93551,630.53,1
9436,93552,606.95,0
9437,93553,55.58,0
9438,93554,77.1,0
9439,93555,35.93,0
9440,93556,16.68,0
9441,93557,15.4,0
9442,93558,135.48,0
9443,93559,4.34,0
9444,93560,109.95,0
9445,93561,164.0,0
9446,93562,6.7,0
9447,93563,926.23,0
9448,93564,3.85,0
9449,93565,18.76,0
9450,93566,556.95,0
9451,93567,201.07,0
9452,93568,24.48,0
9453,93569,361.95,0
9454,93570,27.76,0
9455,93571,3.87,0
9456,93572,124.43,0
9457,93573,36.52,0
9458,93574,8.62,0
9459,93575,6.87,0
9460,93576,2.09,0
9461,93577,118.4,0
9462,93578,24.72,0
9463,93579,180.0,0
9464,93580,3.74,0
9465,93581,872.24,0
9466,93582,95.75,0
9467,93583,168.2,0
9468,93584,45.46,0
9469,93585,220.8,0
9470,93586,157.22,0
9471,93587,21.16,0
9472,93588,211.81,0
9473,93589,83.89,0
9474,93590,13.78,0
9475,93591,1107.0,0
9476,93592,695.76,0
9477,93593,16.68,0
9478,93594,173.65,0
9479,93595,452.98,0
9480,93596,227.6,0
9481,93597,135.01,0
9482,93598,2297.0,0
9483,93599,336.9,0
9484,93600,25.07,0
9485,93601,135.72,0
9486,93602,13.78,0
9487,93603,725.0,0
9488,93604,1475.0,0
9489,93605,40.38,0
9490,93606,56.82,0
9491,93607,8.5,0
9492,93608,249.9,0
9493,93609,109.98,0
9494,93610,7.98,0
9495,93611,65.0,0
9496,93612,7.34,0
9497,93613,10.93,0
9498,93614,81.0,0
9499,93615,109.0,0
9500,93616,99.4,0
9501,93617,182.88,0
9502,93618,116.91,0
9503,93619,547.75,0
9504,93620,21.32,0
9505,93621,22.2,0
9506,93622,120.19,0
9507,93623,39.23,0
9508,93624,16.68,0
9509,93625,486.51,0
9510,93626,55.2,0
9511,93627,8.8,0
9512,93628,81.29,1
9513,93629,3.57,0
9514,93630,55.0,0
9515,93631,6.69,0
9516,93632,38.59,0
9517,93633,47.52,0
9518,93634,339.33,0
9519,93635,31.14,0
9520,93636,43.3,0
9521,93637,16.56,0
9522,93638,16.68,0
9523,93639,31.36,0
9524,93640,135.0,0
9525,93641,1437.3,0
9526,93642,165.0,0
9527,93643,1161.7,0
9528,93644,136.84,0
9529,93645,2500.0,0
9530,93646,38.4,0
9531,93647,528.2,0
9532,93648,6.45,0
9533,93649,275.0,0
9534,93650,6.4,0
9535,93651,67.92,0
9536,93652,814.0,0
9537,93653,283.3,0
9538,93654,6.62,0
9539,93655,164.14,0
9540,93656,11.61,0
9541,93657,354.15,0
9542,93658,207.42,0
9543,93659,35.89,0
9544,93660,3.62,0
9545,93661,24.63,0
9546,93662,253.6,0
9547,93663,178.56,0
9548,93664,7.75,0
9549,93665,118.4,0
9550,93666,526.61,0
9551,93667,115.46,0
9552,93668,625.86,0
9553,93669,205.8,0
9554,93670,9.05,0
9555,93671,25.0,0
9556,93672,25.0,0
9557,93673,270.0,0
9558,93674,16.62,0
9559,93675,115.46,0
9560,93676,373.0,0
9561,93677,6.4,0
9562,93678,115.46,0
9563,93679,60.48,0
9564,93680,135.0,0
9565,93681,6.45,0
9566,93682,59.77,0
9567,93683,11.0,0
9568,93684,1540.76,0
9569,93685,305.15,0
9570,93686,3.8,0
9571,93687,340.0,0
9572,93688,6.4,0
9573,93689,666.72,1
9574,93690,6.45,0
9575,93691,89.94,0
9576,93692,340.0,0
9577,93693,199.05,0
9578,93694,10.0,0
9579,93695,109.94,0
9580,93696,57.24,0
9581,93697,19.49,0
9582,93698,250.47,0
9583,93699,6.48,0
9584,93700,2390.0,0
9585,93701,82.0,0
9586,93702,500.0,0
9587,93703,1048.61,0
9588,93704,3.45,0
9589,93705,92.84,0
9590,93706,72.05,0
9591,93707,3.67,0
9592,93708,351.07,0
9593,93709,3.67,0
9594,93710,28.97,0
9595,93711,38.4,0
9596,93712,789.0,0
9597,93713,417.3,0
9598,93714,101.9,0
9599,93715,18.2,0
9600,93716,140.0,0
9601,93717,57.0,0
9602,93718,91.63,0
9603,93719,418.5,0
9604,93720,148.5,0
9605,93721,279.99,0
9606,93722,64.44,0
9607,93723,184.06,0
9608,93724,2052.9,0
9609,93725,5.0,0
9610,93726,500.0,0
9611,93727,129.05,0
9612,93728,67.92,0
9613,93729,489.96,0
9614,93730,419.0,0
9615,93731,189.93,0
9616,93732,55.45,0
9617,93733,165.0,0
9618,93734,98.34,0
9619,93735,94.83,0
9620,93736,602.77,0
9621,93737,3.74,0
9622,93738,2.68,0
9623,93739,24.72,0
9624,93740,291.92,0
9625,93741,90.31,0
9626,93742,375.19,0
9627,93743,33.48,0
9628,93744,1038.32,0
9629,93745,85.0,0
9630,93746,24.48,0
9631,93747,351.74,0
9632,93748,13.92,0
9633,93749,706.15,0
9634,93750,3.62,0
9635,93751,770.0,0
9636,93752,1087.23,0
9637,93753,13.92,0
9638,93754,150.2,0
9639,93755,33.21,0
9640,93756,204.0,0
9641,93757,684.38,0
9642,93758,150.63,0
9643,93759,105.49,0
9644,93760,1953.65,0
9645,93761,30.77,0
9646,93762,101.9,0
9647,93763,589.91,0
9648,93764,6.62,0
9649,93765,205.23,0
9650,93766,2500.0,0
9651,93767,174.64,0
9652,93768,6.45,0
9653,93769,39.6,0
9654,93770,1564.0,0
9655,93771,3.67,0
9656,93772,98.34,0
9657,93773,7.08,0
9658,93774,6.95,0
9659,93775,160.0,0
9660,93776,168.0,0
9661,93777,82.84,0
9662,93778,55.2,0
9663,93779,72.05,0
9664,93780,243.42,0
9665,93781,99.95,0
9666,93782,1102.0,0
9667,93783,122.28,0
9668,93784,21.35,0
9669,93785,91.91,0
9670,93786,19.95,0
9671,93787,118.12,0
9672,93788,294.92,0
9673,93789,15.87,0
9674,93790,38.98,0
9675,93791,196.0,0
9676,93792,5.85,0
9677,93793,3.62,0
9678,93794,6.62,0
9679,93795,2112.0,0
9680,93796,38.16,0
9681,93797,144.35,0
9682,93798,129.75,0
9683,93799,14.97,0
9684,93800,167.0,0
9685,93801,675.39,0
9686,93802,72.0,0
9687,93803,9.38,0
9688,93804,11.37,0
9689,93805,564.75,0
9690,93806,149.0,0
9691,93807,21.02,0
9692,93808,398.01,0
9693,93809,113.7,0
9694,93810,35.27,0
9695,93811,152.77,0
9696,93812,387.0,0
9697,93813,93.14,0
9698,93814,995.97,0
9699,93815,486.5,0
9700,93816,1790.0,0
9701,93817,833.8,0
9702,93818,41.23,0
9703,93819,209.85,0
9704,93820,358.2,0
9705,93821,2490.0,0
9706,93822,3.74,0
9707,93823,453.41,0
9708,93824,2076.8,0
9709,93825,126.0,0
9710,93826,531.0,0
9711,93827,12.08,0
9712,93828,26.82,0
9713,93829,289.0,0
9714,93830,2017.98,0
9715,93831,1105.97,0
9716,93832,16.16,0
9717,93833,11.8,0
9718,93834,25.0,0
9719,93835,27.5,0
9720,93836,59.0,0
9721,93837,1386.0,0
9722,93838,437.66,0
9723,93839,61.73,0
9724,93840,154.65,0
9725,93841,434.95,0
9726,93842,12.81,0
9727,93843,180.0,0
9728,93844,109.99,0
9729,93845,49.95,0
9730,93846,77.9,0
9731,93847,112.39,0
9732,93848,59.04,0
9733,93849,998.0,0
9734,93850,81.23,0
9735,93851,44.0,0
9736,93852,88.25,0
9737,93853,9.06,0
9738,93854,97.0,0
9739,93855,394.28,0
9740,93856,253.33,0
9741,93857,28.81,0
9742,93858,953.25,0
9743,93859,1810.79,0
9744,93860,1153.75,0
9745,93861,62.84,1
9746,93862,1284.35,0
9747,93863,487.26,0
9748,93864,72.5,0
9749,93865,39.9,0
9750,93866,38.22,0
9751,93867,63.6,0
9752,93868,387.75,0
9753,93869,73.94,0
9754,93870,549.92,0
9755,93871,97.0,0
9756,93872,711.0,0
9757,93873,76.0,0
9758,93874,667.0,0
9759,93875,152.9,0
9760,93876,48.7,0
9761,93877,44.44,0
9762,93878,35.5,0
9763,93879,72.23,0
9764,93880,228.46,1
9765,93881,155.0,0
9766,93882,358.98,0
9767,93883,10.61,0
9768,93884,202.0,0
9769,93885,77.82,0
9770,93886,51.88,0
9771,93887,87.0,0
9772,93888,492.0,0
9773,93889,42.75,0
9774,93890,65.0,0
9775,93891,113.28,0
9776,93892,366.65,0
9777,93893,1695.68,0
9778,93894,608.9,0
9779,93895,355.8,0
9780,93896,11.04,0
9781,93897,4677.0,0
9782,93898,876.2,0
9783,93899,525.7,1
9784,93900,41.2,0
9785,93901,40.0,0
9786,93902,39.95,0
9787,93903,2050.0,0
9788,93904,2435.48,0
9789,93905,22.0,0
9790,93906,35.5,0
9791,93907,1950.0,0
9792,93908,84.99,0
9793,93909,5.29,0
9794,93910,34.65,0
9795,93911,1216.0,0
9796,93912,1453.46,0
9797,93913,8.05,0
9798,93914,1403.33,0
9799,93915,500.57,0
9800,93916,105.35,0
9801,93917,3.62,0
9802,93918,228.3,0
9803,93919,8.09,0
9804,93920,19.63,0
9805,93921,799.22,0
9806,93922,289.88,0
9807,93923,247.57,0
9808,93924,792.68,0
9809,93925,375.0,0
9810,93926,235.0,0
9811,93927,176.45,0
9812,93928,15.49,0
9813,93929,192.5,0
9814,93930,98.15,0
9815,93931,344.44,0
9816,93932,80.2,1
9817,93933,293.31,0
9818,93934,183.08,0
9819,93935,119.99,0
9820,93936,78.98,0
9821,93937,529.0,0
9822,93938,33.08,0
9823,93939,51.0,0
9824,93940,97.0,0
9825,93941,41.04,0
9826,93942,5.16,0
9827,93943,77.78,0
9828,93944,564.89,0
9829,93945,823.2,0
9830,93946,202.27,0
9831,93947,280.83,0
9832,93948,11.95,0
9833,93949,545.0,0
9834,93950,521.05,0
9835,93951,24.3,0
9836,93952,51.75,0
9837,93953,56.58,0
9838,93954,104.98,0
9839,93955,65.0,0
9840,93956,180.0,0
9841,93957,955.44,0
9842,93958,204.97,0
9843,93959,315.0,0
9844,93960,591.0,0
9845,93961,7.92,0
9846,93962,328.0,0
9847,93963,4.68,0
9848,93964,131.25,0
9849,93965,29.95,0
9850,93966,54.45,0
9851,93967,1195.0,0
9852,93968,27.63,0
9853,93969,600.0,0
9854,93970,1456.08,0
9855,93971,885.6,0
9856,93972,15.87,0
9857,93973,138.09,0
9858,93974,35.47,0
9859,93975,192.77,0
9860,93976,330.8,0
9861,93977,716.6,0
9862,93978,9.17,0
9863,93979,242.14,0
9864,93980,63.92,0
9865,93981,6.62,0
9866,93982,5.52,0
9867,93983,7.75,0
9868,93984,2496.0,0
9869,93985,1010.0,0
9870,93986,352.0,0
9871,93987,659.6,0
9872,93988,1546.65,0
9873,93989,98.75,0
9874,93990,208.2,0
9875,93991,1375.0,0
9876,93992,39.95,0
9877,93993,359.49,0
9878,93994,21.99,0
9879,93995,69.97,0
9880,93996,64.99,0
9881,93997,656.35,0
9882,93998,38.2,0
9883,93999,80.5,0
9884,94000,18.6,0
9885,94001,16.5,0
9886,94002,295.46,1
9887,94003,2394.0,0
9888,94004,595.27,0
9889,94005,99.95,0
9890,94006,254.89,0
9891,94007,100.25,0
9892,94008,132.0,0
9893,94009,129.97,0
9894,94010,388.24,0
9895,94011,54.95,0
9896,94012,33.82,0
9897,94013,120.92,0
9898,94014,26.4,0
9899,94015,14.2,0
9900,94016,283.95,0
9901,94017,5.52,0
9902,94018,12.99,0
9903,94019,10.0,0
9904,94020,164.06,0
9905,94021,95.0,0
9906,94022,1500.0,0
9907,94023,76.88,0
9908,94024,115.88,0
9909,94025,423.89,0
9910,94026,45.7,0
9911,94027,74.25,0
9912,94028,45.0,0
9913,94029,4.95,0
9914,94030,1675.0,0
9915,94031,73.26,0
9916,94032,113.69,0
9917,94033,108.95,0
9918,94034,997.0,0
9919,94035,210.0,0
9920,94036,230.7,0
9921,94037,19.9,0
9922,94038,290.0,0
9923,94039,4.32,0
9924,94040,41.05,0
9925,94041,11.5,0
9926,94042,43.0,0
9927,94043,71.97,0
9928,94044,1523.0,0
9929,94045,185.22,0
9930,94046,254.32,0
9931,94047,298.64,1
9932,94048,60.0,0
9933,94049,70.5,0
9934,94050,771.27,0
9935,94051,60.97,0
9936,94052,230.55,0
9937,94053,29.98,0
9938,94054,35.3,0
9939,94055,241.0,0
9940,94056,235.2,0
9941,94057,313.65,0
9942,94058,70.24,1
9943,94059,14.7,0
9944,94060,281.22,1
9945,94061,4.78,0
9946,94062,32.96,0
9947,94063,600.0,0
9948,94064,13.59,0
9949,94065,206.34,0
9950,94066,529.57,0
9951,94067,3.67,0
9952,94068,758.9,0
9953,94069,82.95,0
9954,94070,51.96,0
9955,94071,2.87,0
9956,94072,135.0,0
9957,94073,135.0,0
9958,94074,212.98,0
9959,94075,24.78,0
9960,94076,108.34,0
9961,94077,3.62,0
9962,94078,3.62,0
9963,94079,1579.4,0
9964,94080,3.5,0
9965,94081,350.58,0
9966,94082,1155.0,0
9967,94083,15.0,0
9968,94084,560.0,0
9969,94085,2472.5,0
9970,94086,372.1,0
9971,94087,167.09,0
9972,94088,1664.82,0
9973,94089,29.95,0
9974,94090,13.25,0
9975,94091,19.95,0
9976,94092,105.91,0
9977,94093,350.0,0
9978,94094,46.87,0
9979,94095,1176.92,0
9980,94096,8.45,0
9981,94097,1070.0,0
9982,94098,13.1,0
9983,94099,17.72,0
9984,94100,272.25,0
9985,94101,515.0,0
9986,94102,29.95,0
9987,94103,9.87,0
9988,94104,33.0,0
9989,94105,8.05,0
9990,94106,281.95,0
9991,94107,47.11,0
9992,94108,88.9,0
9993,94109,26.49,0
9994,94110,232.5,0
9995,94111,53.21,0
9996,94112,1644.32,0
9997,94113,135.25,0
9998,94114,389.15,0
9999,94115,350.0,0
10000,94116,287.7,0
10001,94117,1500.0,0
10002,94118,28.2,0
10003,94119,789.4,0
10004,94120,836.5,0
10005,94121,82.13,0
10006,94122,2500.0,0
10007,94123,247.86,0
10008,94124,41.3,0
10009,94125,276.06,0
10010,94126,1234.78,0
10011,94127,316.0,0
10012,94128,30.53,0
10013,94129,269.95,0
10014,94130,149.88,0
10015,94131,65.88,0
10016,94132,88.56,0
10017,94133,62.28,0
10018,94134,1407.15,0
10019,94135,34.19,0
10020,94136,112.54,0
10021,94137,59.95,0
10022,94138,51.75,0
10023,94139,1500.0,0
10024,94140,1362.25,0
10025,94141,7.74,0
10026,94142,44.85,0
10027,94143,990.0,0
10028,94144,109.0,0
10029,94145,86.15,0
10030,94146,130.5,0
10031,94147,552.0,0
10032,94148,523.17,0
10033,94149,192.53,0
10034,94150,616.9,0
10035,94151,62.0,0
10036,94152,1138.0,0
10037,94153,161.9,0
10038,94154,1769.0,0
10039,94155,6.72,0
10040,94156,602.0,0
10041,94157,550.0,0
10042,94158,58.82,0
10043,94159,2475.0,0
10044,94160,35.0,0
10045,94161,43.48,0
10046,94162,1705.6,0
10047,94163,436.5,0
10048,94164,239.0,0
10049,94165,300.0,0
10050,94166,127.98,0
10051,94167,32.13,0
10052,94168,954.77,0
10053,94169,43.24,0
10054,94170,43.04,0
10055,94171,10.62,0
10056,94172,10.39,0
10057,94173,78.18,0
10058,94174,20.8,0
10059,94175,417.0,0
10060,94176,1178.4,0
10061,94177,70.29,0
10062,94178,103.26,0
10063,94179,297.9,0
10064,94180,2220.0,0
10065,94181,297.31,0
10066,94182,208.0,0
10067,94183,13.38,0
10068,94184,112.0,0
10069,94185,1899.35,0
10070,94186,24.42,0
10071,94187,132.64,0
10072,94188,2369.4,0
10073,94189,2466.0,0
10074,94190,788.85,0
10075,94191,1.0,0
10076,94192,180.0,0
10077,94193,195.0,0
10078,94194,466.07,0
10079,94195,11.2,0
10080,94196,918.0,0
10081,94197,3.39,0
10082,94198,20.0,0
10083,94199,37.76,0
10084,94200,393.52,0
10085,94201,680.36,0
10086,94202,137.6,0
10087,94203,120.0,0
10088,94204,323.0,0
10089,94205,210.0,0
10090,94206,55.0,0
10091,94207,97.81,0
10092,94208,111.2,0
10093,94209,119.99,0
10094,94210,32.8,0
10095,94211,214.27,0
10096,94212,4815.36,0
10097,94213,142.56,0
10098,94214,639.0,0
10099,94215,2370.0,0
10100,94216,142.1,0
10101,94217,100.0,0
10102,94218,689.75,0
10103,94219,69.95,0
10104,94220,235.0,0
10105,94221,293.55,0
10106,94222,48.6,0
10107,94223,241.8,0
10108,94224,156.91,0
10109,94225,2452.0,0
10110,94226,411.5,0
10111,94227,1806.1,0
10112,94228,11.57,0
10113,94229,616.72,0
10114,94230,289.65,0
10115,94231,214.11,0
10116,94232,170.0,0
10117,94233,82.5,0
10118,94234,16.5,0
10119,94235,774.63,0
10120,94236,109.86,0
10121,94237,1369.13,0
10122,94238,120.0,0
10123,94239,3858.2,0
10124,94240,102.58,0
10125,94241,73.95,0
10126,94242,711.22,0
10127,94243,967.63,0
10128,94244,156.0,0
10129,94245,228.9,0
10130,94246,102.83,0
10131,94247,611.16,0
10132,94248,37.24,0
10133,94249,4.4,0
10134,94250,694.35,0
10135,94251,15.0,0
10136,94252,54.41,0
10137,94253,759.94,0
10138,94254,83.5,0
10139,94255,62.27,0
10140,94256,49.0,0
10141,94257,2092.0,0
10142,94258,527.07,0
10143,94259,2129.87,0
10144,94260,1655.75,0
10145,94261,259.99,0
10146,94262,474.0,0
10147,94263,29.09,0
10148,94264,175.11,0
10149,94265,29.09,0
10150,94266,65.48,0
10151,94267,858.91,0
10152,94268,13.09,0
10153,94269,318.42,0
10154,94270,15.98,0
10155,94271,23.98,0
10156,94272,43.2,0
10157,94273,43.89,0
10158,94274,64.95,0
10159,94275,471.48,0
10160,94276,2495.0,0
10161,94277,799.0,0
10162,94278,40.0,0
10163,94279,1282.84,0
10164,94280,71.04,0
10165,94281,1708.5,0
10166,94282,219.28,0
10167,94283,844.28,0
10168,94284,388.55,0
10169,94285,694.03,0
10170,94286,456.5,0
10171,94287,495.0,0
10172,94288,55.82,0
10173,94289,233.82,0
10174,94290,990.0,0
10175,94291,331.88,0
10176,94292,438.66,0
10177,94293,675.0,0
10178,94294,154.0,0
10179,94295,165.93,0
10180,94296,108.66,0
10181,94297,294.91,0
10182,94298,149.75,0
10183,94299,44.02,0
10184,94300,271.96,0
10185,94301,225.0,0
10186,94302,79.9,0
10187,94303,117.6,0
10188,94304,212.0,0
10189,94305,123.0,0
10190,94306,301.57,0
10191,94307,300.0,0
10192,94308,414.14,1
10193,94309,1782.0,0
10194,94310,118.5,0
10195,94311,1020.52,0
10196,94312,152.76,0
10197,94313,1490.0,0
10198,94314,77.14,0
10199,94315,88.23,0
10200,94316,178.0,0
10201,94317,49.5,0
10202,94318,677.5,0
10203,94319,506.17,0
10204,94320,48.94,0
10205,94321,81.6,0
10206,94322,32.72,0
10207,94323,873.55,0
10208,94324,290.0,0
10209,94325,2497.0,0
10210,94326,296.97,0
10211,94327,343.4,0
10212,94328,16.54,0
10213,94329,346.36,0
10214,94330,95.0,0
10215,94331,471.0,0
10216,94332,168.96,0
10217,94333,140.2,0
10218,94334,20.58,0
10219,94335,1385.0,0
10220,94336,580.66,0
10221,94337,504.25,0
10222,94338,114.9,0
10223,94339,64.98,0
10224,94340,1527.5,0
10225,94341,99.0,0
10226,94342,28.18,0
10227,94343,262.95,0
10228,94344,417.0,0
10229,94345,1395.0,0
10230,94346,291.8,0
10231,94347,296.8,0
10232,94348,80.0,0
10233,94349,333.0,0
10234,94350,775.1,0
10235,94351,1000.0,0
10236,94352,26.75,0
10237,94353,163.77,1
10238,94354,18.19,0
10239,94355,94.14,0
10240,94356,235.72,0
10241,94357,33.8,0
10242,94358,27.0,0
10243,94359,97.16,0
10244,94360,59.99,0
10245,94361,854.1,0
10246,94362,90.78,0
10247,94363,60.83,0
10248,94364,97.4,0
10249,94365,310.96,0
10250,94366,44.96,0
10251,94367,3.0,0
10252,94368,253.3,0
10253,94369,89.85,0
10254,94370,794.43,0
10255,94371,300.91,0
10256,94372,175.0,0
10257,94373,75.09,0
10258,94374,16.5,0
10259,94375,26.34,0
10260,94376,264.93,0
10261,94377,110.9,0
10262,94378,138.0,0
10263,94379,4.95,0
10264,94380,2383.0,0
10265,94381,190.24,1
10266,94382,168.17,0
10267,94383,993.77,0
10268,94384,343.0,0
10269,94385,53.73,0
10270,94386,620.0,0
10271,94387,142.6,0
10272,94388,667.18,0
10273,94389,23.6,0
10274,94390,192.5,0
10275,94391,675.0,0
10276,94392,74.99,0
10277,94393,599.45,0
10278,94394,34.9,0
10279,94395,55.2,0
10280,94396,45.5,0
10281,94397,8.29,0
10282,94398,167.05,0
10283,94399,2218.0,0
10284,94400,145.0,0
10285,94401,66.14,0
10286,94402,64.55,0
10287,94403,39.05,0
10288,94404,23.05,1
10289,94405,310.0,0
10290,94406,332.0,0
10291,94407,54.52,0
10292,94408,308.0,0
10293,94409,94.55,0
10294,94410,8.19,0
10295,94411,307.8,0
10296,94412,300.0,0
10297,94413,55.24,0
10298,94414,220.31,0
10299,94415,148.6,0
10300,94416,201.96,1
10301,94417,645.0,0
10302,94418,32.2,0
10303,94419,175.0,0
10304,94420,318.16,0
10305,94421,655.0,0
10306,94422,799.35,0
10307,94423,6964.9,0
10308,94424,8.52,0
10309,94425,267.35,0
10310,94426,208.0,0
10311,94427,150.75,0
10312,94428,65.3,0
10313,94429,127.88,0
10314,94430,16.5,0
10315,94431,125.0,0
10316,94432,79.6,0
10317,94433,28.76,0
10318,94434,339.12,0
10319,94435,406.9,0
10320,94436,191.72,0
10321,94437,50.99,0
10322,94438,165.0,0
10323,94439,254.33,0
10324,94440,34.8,0
10325,94441,144.77,0
10326,94442,29.19,0
10327,94443,96.22,0
10328,94444,88.0,0
10329,94445,885.41,0
10330,94446,58.76,0
10331,94447,651.37,0
10332,94448,321.5,0
10333,94449,961.26,0
10334,94450,135.75,0
10335,94451,230.16,0
10336,94452,121.6,0
10337,94453,63.69,0
10338,94454,608.58,0
10339,94455,3.62,0
10340,94456,3.62,0
10341,94457,19.33,0
10342,94458,10.2,0
10343,94459,3.62,0
10344,94460,41.25,0
10345,94461,487.4,0
10346,94462,17.78,0
10347,94463,650.0,0
10348,94464,90.0,0
10349,94465,97.4,0
10350,94466,2.5,0
10351,94467,134.2,0
10352,94468,37.77,0
10353,94469,3.62,0
10354,94470,3.62,0
10355,94471,8.31,0
10356,94472,234.82,0
10357,94473,532.8,0
10358,94474,3.74,0
10359,94475,77.56,0
10360,94476,3.62,0
10361,94477,3.85,0
10362,94478,331.46,0
10363,94479,205.0,0
10364,94480,131.95,0
10365,94481,195.0,0
10366,94482,2041.98,0
10367,94483,81.93,0
10368,94484,469.12,0
10369,94485,199.9,0
10370,94486,3.74,0
10371,94487,49.29,1
10372,94488,122.72,0
10373,94489,3.62,0
10374,94490,89.95,0
10375,94491,3.85,0
10376,94492,3.62,0
10377,94493,3.85,0
10378,94494,2243.91,0
10379,94495,140.96,0
10380,94496,16.44,0
10381,94497,493.07,0
10382,94498,3.62,0
10383,94499,345.22,0
10384,94500,58.9,0
10385,94501,1.8,0
10386,94502,3.62,0
10387,94503,328.0,0
10388,94504,710.88,0
10389,94505,195.0,0
10390,94506,3.67,0
10391,94507,130.21,0
10392,94508,42.75,0
10393,94509,127.23,0
10394,94510,55.45,0
10395,94511,131.68,0
10396,94512,3.62,0
10397,94513,3.62,0
10398,94514,160.09,0
10399,94515,103.29,0
10400,94516,3.8,0
10401,94517,540.0,0
10402,94518,13.0,0
10403,94519,23.74,0
10404,94520,3.62,0
10405,94521,3.62,0
10406,94522,109.8,0
10407,94523,57.12,0
10408,94524,143.91,1
10409,94525,19.95,0
10410,94526,53.67,0
10411,94527,909.78,0
10412,94528,84.44,1
10413,94529,43.4,0
10414,94530,62.41,0
10415,94531,60.73,1
10416,94532,39.18,1
10417,94533,119.0,0
10418,94534,8.4,0
10419,94535,6239.56,1
10420,94536,58.07,1
10421,94537,27.75,1
10422,94538,30.0,0
10423,94539,649.9,0
10424,94540,676.0,0
10425,94541,459.8,0
10426,94542,170.0,0
10427,94543,23.99,0
10428,94544,3.62,0
10429,94545,54.95,0
10430,94546,16.5,0
10431,94547,6.62,0
10432,94548,3.62,0
10433,94549,196.02,0
10434,94550,137.32,0
10435,94551,288.0,0
10436,94552,8.52,0
10437,94553,41.6,0
10438,94554,2330.0,0
10439,94555,97.55,0
10440,94556,463.38,0
10441,94557,13.25,0
10442,94558,277.95,0
10443,94559,64.8,0
10444,94560,437.09,0
10445,94561,105.0,0
10446,94562,175.8,0
10447,94563,27.44,0
10448,94564,334.35,0
10449,94565,8.34,0
10450,94566,0.72,0
10451,94567,78.24,0
10452,94568,136.42,0
10453,94569,62.0,0
10454,94570,200.0,0
10455,94571,2366.0,0
10456,94572,3.62,0
10457,94573,63.1,0
10458,94574,6.7,0
10459,94575,235.68,0
10460,94576,125.0,0
10461,94577,1658.0,0
10462,94578,602.0,0
10463,94579,28.8,0
10464,94580,325.0,0
10465,94581,500.0,0
10466,94582,106.5,0
10467,94583,179.98,0
10468,94584,255.93,0
10469,94585,34.93,0
10470,94586,212.42,0
10471,94587,57.4,0
10472,94588,68.63,0
10473,94589,180.56,0
10474,94590,999.0,0
10475,94591,95.5,0
10476,94592,389.76,0
10477,94593,156.0,0
10478,94594,11.04,0
10479,94595,455.92,0
10480,94596,21.63,0
10481,94597,226.69,0
10482,94598,333.0,0
10483,94600,196.0,0
10484,94601,163.09,0
10485,94602,168.96,0
10486,94603,55.58,0
10487,94604,3.62,0
10488,94605,78.05,0
10489,94606,24.23,0
10490,94607,23.0,0
10491,94608,454.0,0
10492,94609,329.25,0
10493,94610,89.63,0
10494,94611,39.9,0
10495,94612,50.0,0
10496,94613,2040.0,0
10497,94614,185.05,0
10498,94615,599.85,0
10499,94616,42.12,0
10500,94617,450.26,0
10501,94618,936.18,0
10502,94619,8.34,0
10503,94620,1470.0,0
10504,94621,248.0,0
10505,94622,220.0,0
10506,94623,49.6,0
10507,94624,3.62,0
10508,94625,249.58,0
10509,94626,6.62,0
10510,94627,100.0,0
10511,94628,103.68,0
10512,94629,6.45,0
10513,94630,18.4,0
10514,94631,214.0,0
10515,94632,810.0,0
10516,94633,27.36,0
10517,94634,6.45,0
10518,94635,15.98,0
10519,94636,92.36,0
10520,94637,100.0,0
10521,94638,365.0,0
10522,94639,6.48,0
10523,94640,42.39,0
10524,94641,370.0,0
10525,94642,20.54,0
10526,94643,3.62,0
10527,94644,494.0,0
10528,94645,118.21,0
10529,94646,29.99,0
10530,94647,84.78,0
10531,94648,3.62,0
10532,94649,249.0,0
10533,94650,288.27,0
10534,94651,342.64,0
10535,94652,8.6,0
10536,94653,36.48,0
10537,94654,6.81,0
10538,94655,98.3,0
10539,94656,277.75,0
10540,94657,283.18,0
10541,94658,706.95,0
10542,94659,3.62,0
10543,94660,283.95,0
10544,94661,189.0,0
10545,94662,524.0,0
10546,94663,193.55,0
10547,94664,19.1,0
10548,94665,68.4,0
10549,94666,29.19,0
10550,94667,3.72,0
